vidName,stimSet,subName,description
Social-talk1,Set1,Sub17,There is a woman with a blue shirt with daisies on it who is it with brown hair who is speaking toward the camera there is a food we're behind her. The walls around her are white. 
Social-shakeHands1,Set1,Sub17,Lyrics three men to men.  hold their hands over the table and shake hands the third man speaks to both of them. 
HealthSelfCare-bandaid1,Set1,Sub17,There is someone opening up a band-aid and putting the band-aid on to their some they are over eight granite surface and have another cut their hand. 
Dressing-buttoningShirt1,Set1,Sub17,Someone is buttoning up their shirt they start with the button second from the top and move on to the top button I assume that the person is a man. 
Walk-walk1,Set1,Sub17,Are people walking by there's a woman in a red jacket another blond woman with a tan jacket. 
Pets-walkingdog1,Set1,Sub17,Walking. The dog is pan color the man is wearing a brown coat a black shirt and jeans.  there is snow on the ground. 
Groceries-groceryShopping1,Set1,Sub17,In a white crop top and a white and floral skirt.  she is wearing a tan sun hat.  she is in a grocery store.  she passes. Who scored a woman who is also doing grocery shopping.  she checks out the isles. 
FoodDrink-Pour1,Set1,Sub17,There is a man in a black suit and pink tie who is pouring wine into three different glasses.  the glasses are sitting on top of a wooden surface. The wine is red. 
IntClean-dustingTable1,Set1,Sub17,There is a man sitting on a black he's wearing a black sweater and jeans he is using a light yellow rag to clean brown wooden table. 
Reading-reading1,Set1,Sub17,There is a man reading a book sitting next to a window.  you out the window is up cars and snow. 
Run-running1,Set1,Sub17,There is a man running on a street with white fencing.  he is wearing a blue t-shirt and blue and red pants. 
TV-watchingTV1,Set1,Sub18,
GroomingOneself-shaving1,Set1,Sub18,
CaringChildren-playingPlayground1,Set1,Sub18,
IntClean-vacuuming1,Set1,Sub18,
FoodDrink-bakingCookies1,Set1,Sub18,
RacquetSports-playingtennis1,Set1,Sub18,
Garden-gardening1,Set1,Sub18,
Basketball-Basketball1,Set1,Sub18,
CaringChildren-babyCrawling1,Set1,Sub18,
Dancing-modernDance1,Set1,Sub18,
Crafts-painting1,Set1,Sub18,
Soccer-playingSoccer1,Set1,Sub18,
Aerobics-aerobics1,Set1,Sub18,
GroomingOneself-applyingMakeup1,Set1,Sub18,
KitchenClean-washingDishes1,Set1,Sub18,
Dressing-tyingTie1,Set1,Sub18,
Garden-mowingLawn1,Set1,Sub18,
Weights-weights1,Set1,Sub18,A man is doing a.  a dumbbell curl. 
Pets-brushingCat1,Set1,Sub18,
Laundry-laundry1,Set1,Sub18,
Write-writing1,Set1,Sub18,
Dressing-puttingOnShoes1,Set1,Sub18,
FoodDrink-sautee1,Set1,Sub18,
Games-playingbilliards1,Set1,Sub18,
Bike-bike1,Set1,Sub18,
EatDrink-eating1,Set1,Sub18,Take
Sleeping-sleep1,Set1,Sub18,
GroomingOneself-brushHair1,Set1,Sub18,
Pets-playingDog1,Set1,Sub18,
Golf-golf1,Set1,Sub18,
Phone-calling1,Set1,Sub18,
Cardio-spinning1,Set1,Sub18,
Social-laughing1,Set1,Sub18,
Garden-wateringPlants1,Set1,Sub18,
FoodDrink-rollingDough1,Set1,Sub18,
Crafts-knitting1,Set1,Sub18,
HealthSelfCare-swallowPills1,Set1,Sub18,
Wash-wash1,Set1,Sub18,Washington houses for sale. 
FoodDrink-chopping1,Set1,Sub18,
EatDrink-drinking1,Set1,Sub18,British flag. 
Computer-computer1,Set1,Sub18,
Games-videoGames1,Set1,Sub18,
FoodDrink-stirring1,Set1,Sub18,
FoodDrink-grilling1,Set1,Sub18,Grill
Travel-driving1,Set1,Sub18,
Yoga-yoga1,Set1,Sub18,
GroomingOneself-brushingTeeth1,Set1,Sub18,
IntClean-moppingfloor1,Set1,Sub18,
Dancing-ballroomDancing1,Set1,Sub18,
Social-talk1,Set1,Sub18,
Social-shakeHands1,Set1,Sub18,
HealthSelfCare-bandaid1,Set1,Sub18,
Dressing-buttoningShirt1,Set1,Sub18,
Walk-walk1,Set1,Sub18,
Pets-walkingdog1,Set1,Sub18,
Groceries-groceryShopping1,Set1,Sub18,
FoodDrink-Pour1,Set1,Sub18,
IntClean-dustingTable1,Set1,Sub18,
Reading-reading1,Set1,Sub18,
Run-running1,Set1,Sub18,
TV-watchingTV1,Set1,Sub19,An older man is sitting in a green chair in what appears to be a living room watching tv. 
GroomingOneself-shaving1,Set1,Sub19,A man is shaving his beard with a straight razor. 
CaringChildren-playingPlayground1,Set1,Sub19,A young child slides down a slide his foot is dragging against the side of the slide which slows him down.  he is wearing a hat blue pants and a grey shirt. 
IntClean-vacuuming1,Set1,Sub19,Someone is using a vacuum to vacuum a white carpet. 
FoodDrink-bakingCookies1,Set1,Sub19,When is rolling cookie dough with chocolate chips into small balls. 
RacquetSports-playingtennis1,Set1,Sub19,Two young kids play tennis on an indoor court. 
Garden-gardening1,Set1,Sub19,A man is pulling a dandelion weed out of the dirt using a red.  trowel. 
Basketball-Basketball1,Set1,Sub19,Young man.  is at the basketball court he runs up to the top of the three-point line aims for the basket shoots and scores. 
CaringChildren-babyCrawling1,Set1,Sub19,Is crawling on a colorful rug. 
Dancing-modernDance1,Set1,Sub19,A man and a woman perform a dance routine. 
Crafts-painting1,Set1,Sub19,Someone is painting blue sky on a canvas they are removing the brush back and forth very quickly. 
Soccer-playingSoccer1,Set1,Sub19,A soccer player is taking a penalty kick at a soccer game.  the player runs up to the ball the goalie attempts to stop it but the ball goes in. 
Aerobics-aerobics1,Set1,Sub19,Women.  perform exercises.  one looks to be doing a modified version of the exercise while the other is doing a more rigorous version both women are lifting their knees into their chest.  the more rigorous version is also pumping her arms up and down and side to side. 
GroomingOneself-applyingMakeup1,Set1,Sub19,A woman is applying eyeshadow to her island. 
KitchenClean-washingDishes1,Set1,Sub19,When is washing a pan in a sink.  they are using a scrub brush. 
Dressing-tyingTie1,Set1,Sub19,A man in a blue shirt is tying a yellow tie. 
Garden-mowingLawn1,Set1,Sub19,Honda lawn mower is being pushed by a man mowing the lawn he is wearing protective ear gear. 
Weights-weights1,Set1,Sub19,A muscular guy is demonstrating a bicep curl with a free weight. 
Pets-brushingCat1,Set1,Sub19,Someone is coming a fluffy grey and white cat. 
Laundry-laundry1,Set1,Sub19,Someone is pulling laundry out of a hamper and putting it into the washing machine. 
Write-writing1,Set1,Sub19,Simone is writing in a notebook using a pencil. 
Dressing-puttingOnShoes1,Set1,Sub19,A woman takes off very tall black leather boots. 
FoodDrink-sautee1,Set1,Sub19,Someone is mixing thinly sliced onions in a cast iron pan using a wooden spoon. 
Games-playingbilliards1,Set1,Sub19,There is a pool table with a rack of cues someone breaks the rack by hitting the cue ball into the rest of the billiards balls. 
Bike-bike1,Set1,Sub19,There are several bicyclist riding along what looks like a european road in the countryside. The bicyclists are all male. 
EatDrink-eating1,Set1,Sub19,A young woman wearing a very large hat with very curly hair is eating something. 
Sleeping-sleep1,Set1,Sub19,A man is lying in bed his eyes flutter he breathes deeply.  and keeps his eyes closed. 
GroomingOneself-brushHair1,Set1,Sub19,A woman is brushing long brown hair. 
Pets-playingDog1,Set1,Sub19,A man is standing on a box in a field a large yellow dog jumps up onto the box.  and goes between the man's leg. 
Golf-golf1,Set1,Sub19,A man is on a golf course and hits a golf ball. It appears that he is practicing his swing. 
Phone-calling1,Set1,Sub19,Damian is talking on the cell phone while standing in the street. 
Cardio-spinning1,Set1,Sub19,A woman and a man are riding indoor bicycles at what appears to be a gym. 
Social-laughing1,Set1,Sub19,The camera is zoomed in on a man's head he is smiling and laughing. 
Garden-wateringPlants1,Set1,Sub19,A woman is standing outside her home and watering a plant that is growing up a trellis.  she is using a green watering can. 
FoodDrink-rollingDough1,Set1,Sub19,When is rolling out a piece of dough that is roughly circular in shape there are using a rolling pin and rolling it in all directions. 
Crafts-knitting1,Set1,Sub19,Someone is knitting using 10 knitting needles and blue yarn. 
HealthSelfCare-swallowPills1,Set1,Sub19,A young girl is sitting in what appears to be her bedroom she picked up a pill.  shows it to the camera places it on the back of her tongue and takes a drink of water. 
Wash-wash1,Set1,Sub19,Someone is standing at a sink lathering soap over their hands. The water is running. 
FoodDrink-chopping1,Set1,Sub19,A sharp knife cuts.  thinly sliced carrots into dices. 
EatDrink-drinking1,Set1,Sub19,A woman is drinking tea from a floral tea cup she has a picture.  the british flag in the background and she is wearing a red t-shirt with possessing. 
Computer-computer1,Set1,Sub19,A man with glasses and a mustache is sitting at what piers to be a home computer doing work. 
Games-videoGames1,Set1,Sub19,Two young men excitedly play a video game. 
FoodDrink-stirring1,Set1,Sub19,A woman smashes butter into.  what appears to be brown sugar. 
FoodDrink-grilling1,Set1,Sub19,There are two pieces of meat grilling on a grill someone comes over and flips it with a metal spatula. 
Travel-driving1,Set1,Sub19,A man is driving.  a car we are looking at the inside of the car in the guy. The road he is driving on appears to be windy. 
Yoga-yoga1,Set1,Sub19,A young woman is.  doing yoga. It looks like she is trying to do a.  butt in the air.  she is balancing upside down on her forearm. 
GroomingOneself-brushingTeeth1,Set1,Sub19,Rihanna. Missing his teeth. 
IntClean-moppingfloor1,Set1,Sub19,Bald man wearing a green shirt and jeans is mopping a linoleum floor. 
Dancing-ballroomDancing1,Set1,Sub19,There are several couples dressed in ball gown attire the women are wearing white dresses and the men are wearing tuxedos the women approach the men.  and prepare to dance. 
Social-talk1,Set1,Sub19,A woman wearing a blue shirt with daisies on it is talking animatedly with her hands. 
Social-shakeHands1,Set1,Sub19,Three men talk at a outdoor gathering there is a tent in the background.  there are snacks including punch at the table that they are standing around one man reaches out to shake the other man's hand they are all wearing suits and ties. 
HealthSelfCare-bandaid1,Set1,Sub19,Someone is putting a band-aid on their thumb they take the protective cover off and stick the band-aid to their finger. 
Dressing-buttoningShirt1,Set1,Sub19,A man buttons.  a button on his shirt. 
Walk-walk1,Set1,Sub19,There are many people walking on a very busy sidewalk. 
Pets-walkingdog1,Set1,Sub19,A man is walking a dog on a leash they are on the sidewalk and there is snow on the ground. 
Groceries-groceryShopping1,Set1,Sub19,Several women walk down a grocery store aisle.  the shelves are filled with plenty of food and other items. 
FoodDrink-Pour1,Set1,Sub19,Major. It is pouring wine into 3 glasses. 
IntClean-dustingTable1,Set1,Sub19,Sitting on the couch in front of a table he has a soft yellow cloth and he is dusting. 
Reading-reading1,Set1,Sub19,A man is reading by window.  overlooking a parking lot.  the sun is shining. 
Run-running1,Set1,Sub19,A man is running downhill.  on an urban street. 
Computer-computer2,Set2,Sub20,A person is sitting at their computer typing looking at the screen. 
Laundry-laundry2,Set2,Sub20,Laundry detergent is poured into the laundry on top of the clothes. 
Social-laughing2,Set2,Sub20,The kid. Laughing and giggling at something. 
Reading-reading2,Set2,Sub20,Teenage boy is reading his book.  in the library. 
FoodDrink-chopping2,Set2,Sub20,Person is cutting some green vegetable maybe scallions.  are being careful not to cut their fingers. 
Games-videoGames2,Set2,Sub20,An older gentleman is playing video games.  there's someone next to him who we cannot see. 
FoodDrink-bakingCookies2,Set2,Sub20,Person is making.  something with potatoes kind of like a potato pancake.  she's using her hand to mold pancake. 
HealthSelfCare-bandaid2,Set2,Sub20,Person is putting a band-aid over their pointer finger it looks to be their left hand. 
GroomingOneself-brushingTeeth2,Set2,Sub20,Person is brushing their teeth we see him in the mirror his toothbrushes blue. 
Sleep-sleep2,Set2,Sub20,Teenage girl is sleeping on the couch.  her head is falling back as if she's going to fall off. 
RacquetSports-playingTennis2,Set2,Sub20,Or walking. Match the contestant we see most closely is wearing an orange shirt and blue pants the other contestant is wearing green pants green shirt and white pants.  they're not playing very well. 
Soccer-playingSoccer2,Set2,Sub20,Video starts by showing an empty soccernet then we see a person kick the ball into the soccer net and the goalie block the ball from going into pickle. 
Travel-driving2,Set2,Sub20,We see a man driving his car he's reacting to something happening on the street but we're not sure what it is he has a blue air freshener hanging from his rear view mirror. 
Weights-weights2,Set2,Sub20,Hitman is doing bicep curls he's not wearing a shirt wearing black pants he looks as if he's in a gym. 
Dressing-buttoningShirt2,Set2,Sub20,The person is buttoning their shirt very rapidly their desk is behind them.  their shirt is black. 
IntClean-moppingFloor2,Set2,Sub20,The person is mopping the floor.  they're wearing work clothes khakis and a button-up we cannot see their face.  they're mapping along a straight line in the hallway. 
FoodDrink-Pour2,Set2,Sub20,C a t top with t cream is being poured into a teacup.  the teacup has a rose it's white and it's sitting on a plate with a spoon next to it. 
EatDrink-drinking2,Set2,Sub20,The young girl is drinking from a blue cup we don't know what she's drinking. 
Dressing-tyingTie2,Set2,Sub20,We're seeing how to tie a tie.  a person is tying there.  polka dotted black tie do you not see their face only the hands and a portion of the tie. 
Pets-walkingDog2,Set2,Sub20,A young gentleman is out walking his dog he's keeping the dog close to his side.  we see a green lawn and a fence along their walk. 
Cardio-spinning2,Set2,Sub20,We're looking at a spin class the ladies are doing choreography on the bike.  they look like they're exercising very hard. 
GroomingOneself-brushHair2,Set2,Sub20,And the person is coming there long black hair they're wearing a white blouse and black skirt they're sitting on a bed. 
Groceries-groceryShopping2,Set2,Sub20,A young girl is looking over.  the belt at the grocery store her mom is right behind her on the telephone she puts down her telephone.  and let out a sigh before she pays for the groceries.  before she is going to pay for the groceries. 
Dancing-modernDance2,Set2,Sub20,Youtube people dancing.  the woman is wearing a red costume.  red top and red shorts the male is wearing pants and a black vest.  the male looks like he's pulling the woman up.  and then she collapses onto him to do a twist. 
FoodDrink-sautee2,Set2,Sub20,The person is cooking onions on the stove there using a gas stove.  a person uses a spoon to.  spread the onions across the pan he then uses the pan and flips the onions on the pan. 
TV-watchingTV2,Set2,Sub20,A person is watching a show a biggest loser the person watching is wearing a hat that looks like they're sitting on the floor.  they start by adjusting the their position. 
FoodDrink-rollingDough2,Set2,Sub20,The person is rolling out dough for using a wooden rolling pin we cannot see the person.  the rolling out the dough on a wooden slab covered in flour.  person is not wearing apron it looks as if they're wearing and just a cotton t-shirt. 
Garden-gardening2,Set2,Sub20,The person is dating on the beach they are planting a.  what looks to be a tree on the beach.  they're wearing a hat presumably to protect them from the sun.  a long sleeve and long pants.  it does not look as if they're wearing shoes. 
Basketball-basketball2,Set2,Sub20,Group of boys are playing basketball.  1 boys shooting the basket their uniforms are purple and white.  one man is wearing a gray shirt from behind he looks as if he could be older than yours.  there are other kids further away also practicing their shooting hoops. 
Crafts-knitting2,Set2,Sub20,In person is knitting they're needing pretty slow they're doing the first step to start a knitting project which is called casting on.  the yarn is pink and their needles are purple. 
IntClean-dustingTable2,Set2,Sub20,Person is wiping off food crumbs on the counter for using a white cloth it's unclear what the food comes are.  the table is what in. 
Walk-walk2,Set2,Sub20,Walking at night it's dark there in front of a large building to street lamps.  one is wearing a jacket the other just has a suit jacket on one man is carrying a briefcase. 
Dancing-ballroomDancing2,Set2,Sub20,Enough. I think she'll this time the woman is wearing a costume that's black and gold the man is wearing a hat black suit.  their honesty age with blue and purple backgrounds and life. 
Dressing-puttingOnShoes2,Set2,Sub20,Person. On their shoes they're sitting on the stairs their shoes are black and they're putting on one of the shoes.  to put the shoe on a lift the leg on to the other leg supporting the ankle on the knee. 
Yoga-yoga2,Set2,Sub20,Personal. She's wearing a pink shirt and black pants she's talking so it looks like maybe she's teaching she's.  doing something called forearm stand.  are yoga mat is green. 
IntClean-vacuuming2,Set2,Sub20,Person is vacuum vacuuming up what looks like paper shreds there are two other vacuums in the room but they're using a vacuum that look.  pretty efficient it looks to be a dice on. 
EatDrink-eating2,Set2,Sub20,The young man is chewing food.  we're not sure what he's cheering.  we're pretty up close to space and can't see much behind him he's wearing a purple shirt he changes his hand positions towards the end of the shape of the clip. 
Aerobics-aerobics2,Set2,Sub20,This looks to be a dance exercise class.  there's lots of women on the screen all wearing sports bras yoga pants or spandex shorts are all wearing black sneakers.  the person in the front is leading the class and is speaking to the audience. 
CaringChildren-babyCrawling2,Set2,Sub20,The baby is crawling on the floor towards the toy the baby has a binky in his mouth.  and looked up towards the camera at the end of the clip. 
Garden-wateringPlants2,Set2,Sub20,Or watching someone water a plant next to the plant is a little.  house looking thing maybe decoration the plant is pink and green. 
Social-talk2,Set2,Sub20,A man in an office is talking towards the camera we do not know what he's saying he has a phone behind him and the computer along with many files.  maybe this is an interview. 
Games-playingBilliards2,Set2,Sub20,For watching someone at a pool table hit multiple balls into one of the pockets they using the white ball to hit the purple yellow blue red golf into the pocket the green ball stays on the table.  person is wearing a watch. 
Social-shakeHands2,Set2,Sub20,A person is sitting and shakes other person pan the video is old.  we're not sure what their interaction.  isabel. 
GroomingOneself-applyingMakeup2,Set2,Sub20,Person is applying makeup she's putting it on her cheeks. 
Wash-wash2,Set2,Sub20,A person is washing their hands they're using good hand-washing technique and really getting between their fingers the water is running. 
Bike-bike2,Set2,Sub20,Gentleman is riding the bike he's looking at the camera he's wearing what looks to be a leather jacket.  he's in a area of the world that it has ice cream space and woods. 
CaringChildren-playingPlayground2,Set2,Sub20,Down girl is playing on a blue slide.  she starts out slow and then flies down with her hair in the wind. 
KitchenClean-washingDishes2,Set2,Sub20,In person is washing the dishes for washing a red bull using a sponge.  they have water left in the sink as they're washing the dishes they're using the water in the sink to wash the dishes. 
Pets-brushingCat2,Set2,Sub20,Sin is coming there cat. 
HealthSelfCare-swallowPills2,Set2,Sub20,Young girl is drinking gatorade she then is taking a pill with the gatorade in her mouth. 
Golf-golf2,Set2,Sub20,A person is playing golf.  we cannot see the golf ball so we don't know if he hits the golf ball he's wearing a blue shirt and black pants. 
Write-writing2,Set2,Sub20,Person is writing.  we see only their hands and part of their torso they're wearing a white sweatshirt. 
Phone-calling2,Set2,Sub20,Talking on the phone he's presumably in his bedroom we see his closet. 
Run-running2,Set2,Sub20,Or watching a race.  the men in the lead are very fast with long legs. 
Crafts-painting2,Set2,Sub20,Painter paint blue in the corner of his painting it's hard to tell what his painting is up.  he's wearing a blue shirt as well. 
FoodDrink-stirring2,Set2,Sub20,In the face baking there whisking it looks like it may be something chocolate.  the ringer shirt that says peace. 
Garden-mowingLawn2,Set2,Sub20,A person is mowing along we see them only. 
GroomingOneself-shaving2,Set2,Sub20,A person is shaving their face.  they have shaving cream and use the razor to look in them and look in the mirror to shave their beard. 
FoodDrink-grilling2,Set2,Sub20,The chef cooks a steak on the grill there lots of pots and pans in the kitchen it looks as if the restaurant kitchen. 
Pets-playingDog2,Set2,Sub20,Person is playing with their dog outside he gives him a treat and pet the dog there's a chair falling over beside him. 
TV-watchingTV1,Set1,Sub21,This individual is sitting in a chair.  the age of this individual is presumably about 50s or in their 60s.  she is watching a television.  he is reacting to what the television.  is playing. 
GroomingOneself-shaving1,Set1,Sub21,This white male.  older 3040s maybe early 50s is shaving with a straight razor on the left side of his cheekbone. 
CaringChildren-playingPlayground1,Set1,Sub21,A small and young. Caucasian child is at a playground.  which looks like to be summer sliding down a.  slide. 
IntClean-vacuuming1,Set1,Sub21,An individual is vacuuming.  the vacuum seems.  should be older. 
FoodDrink-bakingCookies1,Set1,Sub21,This individual seems to be rolling cookie dough into a ball to be placing them on a pan. 
RacquetSports-playingtennis1,Set1,Sub21,Individuals on a tennis court going back and forth hitting the tennis ball. 
Garden-gardening1,Set1,Sub21,A white middle-aged individual. Is using a tool which I presume to be a gardening tool.  2.  take out.  some sort of plant in the ground at the roots. 
Basketball-Basketball1,Set1,Sub21,A male is at a.  outdoor area where he is able to shoot the basketball into a basketball hoop and is shooting it from a three-point.  shot. 
CaringChildren-babyCrawling1,Set1,Sub21,This video is of a caucasian toddler or baby who is crawling.  on the floor. 
Dancing-modernDance1,Set1,Sub21,These are two individuals in their 20s or 30s one male one female it seems to be an event where a dancing competition takes place and they are performing for that. 
Crafts-painting1,Set1,Sub21,An individual is painting with what I presume to be a paintbrush and it is a form of the color blue.  maybe on a canvas. 
Soccer-playingSoccer1,Set1,Sub21,This looks like a soccer game where an individual is slowly trying to make a goal.  but unfortunately.  the soccer player misses. 
Aerobics-aerobics1,Set1,Sub21,Is 2.  maybe late twenties to early 30s women.  caucasian.  who seem to be performing some sort of a.  workout routine indoors. 
GroomingOneself-applyingMakeup1,Set1,Sub21,This individual presumably a woman in her early 30s to early 40s is putting on eyeshadow with an eyeshadow brush. 
KitchenClean-washingDishes1,Set1,Sub21,This individual seems to be washing a pan with a dish brush soap and water in the sink. 
Dressing-tyingTie1,Set1,Sub21,This individual is tying a tie. 
Garden-mowingLawn1,Set1,Sub21,This individual is mowing a lawn or some sort of area he has had head ear protection. 
Weights-weights1,Set1,Sub21,Has their top off presumably a male individual and is lifting a weight to exercise the bicep muscle of the right arm. 
Pets-brushingCat1,Set1,Sub21,An individual is brushing a cat. With a purple. 
Laundry-laundry1,Set1,Sub21,This individual.  seems to be putting laundry into a washing machine. 
Write-writing1,Set1,Sub21,This individual has a open notebook of some sort with either a pen or pencil writing something down. 
Dressing-puttingOnShoes1,Set1,Sub21,An individual is taking off a long high knee black boot off of their left leg. 
FoodDrink-sautee1,Set1,Sub21,This individual looks like they are sauteing in white onion that has been cut into a skillet. 
Games-playingbilliards1,Set1,Sub21,Visual is breaking the solid balls on a pool table. 
Bike-bike1,Set1,Sub21,This video shows multiple individuals riding their bike at at very high pace and seems to be.  on some sort of road outside. 
EatDrink-eating1,Set1,Sub21,A young female.  caucasian.  is sitting.  is eating some sort of food she has a very large hat.  on and it's tilted off to one side of her head. 
Sleeping-sleep1,Set1,Sub21,There is an older gentleman maybe late 40s to 50s lying in a bed.  who is just breathing. 
GroomingOneself-brushHair1,Set1,Sub21,This individual is brushing their hair from the top back down to the.  tips of the hair with a paddle brush. 
Pets-playingDog1,Set1,Sub21,This individual is outside and it feel he is on top of a box a dog presumably his comes up onto the barge in between his legs and then comes back through it. 
Golf-golf1,Set1,Sub21,What I believe to be a white male is at a golf range.  hitting a golf ball. 
Phone-calling1,Set1,Sub21,This individual seems to be in his late.  30 * early 40s he's email presumably african-american descent he's on the side of the sidewalk in a shopping center presumably outside talking on the phone. 
Cardio-spinning1,Set1,Sub21,This seems to be a.  older 30 to 40 year old man and a early 30 year old woman and a cycling class the man does have a earpiece which leads me to indicate that he may be.  the.  trainer. 
Social-laughing1,Set1,Sub21,This early 20 year old too late 20 year old african american descent.  is smiling and laughing. 
Garden-wateringPlants1,Set1,Sub21,This individual presumably to be a older 50 to 65 year old woman caucasian descent is outside with a yellow water.  flower plant waterer watering her plants. 
FoodDrink-rollingDough1,Set1,Sub21,This individual is rolling out what I presume to be doe with a dough roller on a wooden counter with flower on it. 
Crafts-knitting1,Set1,Sub21,There is a individual that is crocheting with blue yarn. 
HealthSelfCare-swallowPills1,Set1,Sub21,This late 20 year old to 30 year old female is putting a pill on her tongue and drinking water into indicate that she is taking that medication or vitamin or supplement. 
Wash-wash1,Set1,Sub21,Is washing their hands wrists and upper forearms.  with soap and some sort of. 
FoodDrink-chopping1,Set1,Sub21,This individual is dicing carrots on a cutting board. 
EatDrink-drinking1,Set1,Sub21,This woman hard to put in a john maybe 30s is drinking tea out of a tea cup and saucer she looks like she has the british flag behind her a microphone that she speaking into. 
Computer-computer1,Set1,Sub21,This individual is a male caucasian.  late thirties early forties.  hardin computer pressing keys looking at the computer monitor. 
Games-videoGames1,Set1,Sub21,Individual males one african-american when caucasian in their late twenties presumably seemed the both have a game remote controller in their hands pressing italy pressing the buttons excitingly.  watching and playing the game. 
FoodDrink-stirring1,Set1,Sub21,This individual has a large bowl mixing ingredients which looks like brown sugar and butter.  this individual is mixing this by hand. 
FoodDrink-grilling1,Set1,Sub21,This individual is barbecuing.  some sort of meat outside and is flipping the meat.  and the meat has the barbecue grill marks on the other side. 
Travel-driving1,Set1,Sub21,This male individual which is hard to see is driving a car at a very high pace.  viewing inside. 
Yoga-yoga1,Set1,Sub21,This individual presumably a woman is doing some sort of a handstand but it's moderated so she is on her forearms. 
GroomingOneself-brushingTeeth1,Set1,Sub21,A young individual that looks like some sort of descent of asian is brushing their teeth with a manual toothbrush. 
IntClean-moppingfloor1,Set1,Sub21,This individual hard to age range a male caucasian presumably is mopping up a floor. 
Dancing-ballroomDancing1,Set1,Sub21,This video shows.  two couples which I presume to either be some sort of a dancing class or competition of dancing.  but the women are in white gowns where the men are in penguin tailored suits. 
Social-talk1,Set1,Sub21,This individual seems to be in her late twenties or early thirties she seems to be in a kitchen explaining.  something to someone. 
Social-shakeHands1,Set1,Sub21,This video shows.  distinctly three men of caucasian descent.  older.  30s to 40s.  add an event that's outside everyone is wearing some sort of suit and tie.  two individuals shake hands over.  the punch bowl. 
HealthSelfCare-bandaid1,Set1,Sub21,This individual is placing a bandage on their right thumb. 
Dressing-buttoningShirt1,Set1,Sub21,Is buttoning up a button up shirt. 
Walk-walk1,Set1,Sub21,Bo shows a very busy area unable to determine by a lot of individuals are walking.  to and from. 
Pets-walkingdog1,Set1,Sub21,A white male is walking on the sidewalk in winter and amount mountainous area with his dog. 
Groceries-groceryShopping1,Set1,Sub21,This video shows multiple individuals all seem to be female walking down an aisle in the grocery store. 
FoodDrink-Pour1,Set1,Sub21,A white male in a suit and tie has three red wine glasses in front of them he is pouring wine into one of the glasses. 
IntClean-dustingTable1,Set1,Sub21,This individual is a older 40 year old.  mail.  sitting on his.  black leather couch white bean a yellow cloth across his wooden coffee table. 
Reading-reading1,Set1,Sub21,This individual is reading a book near a large window which shows a ton of cars in a parking lot. 
Run-running1,Set1,Sub21,This individual hard to.  sudden age.  but is jogging outside.  it is a male.  roughly about late twenties to early forties. 
TV-watchingTV1,Set1,Sub22,An old man is watching tv sitting on a green chair. 
GroomingOneself-shaving1,Set1,Sub22,A white man is shaving his beard.  he's looking in the mirror he's looking at himself. 
CaringChildren-playingPlayground1,Set1,Sub22,A little boy is sliding down a red and metal.  silver slide.  auntie sand. 
IntClean-vacuuming1,Set1,Sub22,Someone is vacuuming a white floor. 
FoodDrink-bakingCookies1,Set1,Sub22,Someone's hand.  or rolling cookie dough into a perfect.  spear. 
RacquetSports-playingtennis1,Set1,Sub22,Two people are playing tennis.  on a green court one person's wearing yellow and one person is wearing blue they hit it back and forth. 
Garden-gardening1,Set1,Sub22,Amman. Uprooting a plant.  with a gardening tool that looks like a knife. 
Basketball-Basketball1,Set1,Sub22,A man is playing basketball he shoots the basketball into the hoop from the 3-pointer line and gets it in. He is wearing black shorts and no shirt.  it is far away. 
CaringChildren-babyCrawling1,Set1,Sub22,A baby is crawling on the floor there is a carpet underneath him. 
Dancing-modernDance1,Set1,Sub22,A woman and a man are dancing.  it looks like they are dancing on a reality tv show the woman is wearing a short blue skirt and top in the man is wearing a suit. 
Crafts-painting1,Set1,Sub22,My hand is sky blue. 
Soccer-playingSoccer1,Set1,Sub22,Upper a man kicks a soccer ball into the goal and the person guarding with gold misses it.  buy a lot there are hundreds of fans all wearing yellow clothing supporting the guy who is kicking the ball in.  and they celebrate when he does it. There is a man wearing a green shirt who was a referee watching. 
Aerobics-aerobics1,Set1,Sub22,2. Filming an exercise video waving their hands in the air and.  bringing up their knees they are wearing exercise clothing. 
GroomingOneself-applyingMakeup1,Set1,Sub22,A woman is doing her eyeshadow she is white and she has brown hair. 
KitchenClean-washingDishes1,Set1,Sub22,Is cleaning a.  hand with soap and water in a sink. 
Dressing-tyingTie1,Set1,Sub22,A man is tying a yellow tie on top of a blue shirt. 
Garden-mowingLawn1,Set1,Sub22,A man is mowing a lawn.  it is a honda lawn mower he's wearing earmuffs.  he's on a golf course. 
Weights-weights1,Set1,Sub22,A muscular african american man is.  holding a dumbbell and.  exercising. You can only see his torso and arm. 
Pets-brushingCat1,Set1,Sub22,Someone is.  heading.  and. 
Laundry-laundry1,Set1,Sub22,Throw the blue towel into the washer from a bag of other clothing. 
Write-writing1,Set1,Sub22,Email scams her wedding with myrtle. 
Dressing-puttingOnShoes1,Set1,Sub22,Someone is. Turn off her boot. 
FoodDrink-sautee1,Set1,Sub22,Wooden spoon mix is around onions on a black pan while there's oil sizzling underneath. 
Games-playingbilliards1,Set1,Sub22,Out of frame.  hits the white ball into all the other colored balls on the table felt table blue felt there aren't as many balls as normal. 
